"data";"mu";"gamma"
2015-07-01;0,801305860314988;-0,283459323219884
2015-08-01;0,6870419691794;-0,313137378888089
2015-09-01;0,70628058272692;-0,20983602211616
2015-10-01;0,795196125228879;-0,050315485489799
2015-11-01;0,865404393555065;0,0672077372610485
2015-12-01;0,846813762237139;0,0802219406550562
2016-01-01;0,89239696739026;0,705123210391569
2016-02-01;0,717610402556444;0,0488470378544121
2016-03-01;0,547273299587389;0,213639701595535
2016-04-01;0,555366818299957;-0,058194081203178
2016-05-01;0,573289117690286;0,0495851416361467
2016-06-01;0,570729361127974;-0,30945196227626
2016-07-01;0,562391040863077;-0,222546717621743
2016-08-01;0,529059007833704;-0,273646091276438
2016-09-01;0,408028648695983;-0,234958473133423
2016-10-01;0,345705321392029;-0,030336206650342
2016-11-01;0,241093975127591;0,0365789332135968
2016-12-01;0,210651735961657;0,0976628511472114
2017-01-01;0,149843506926795;0,657839652784163
2017-02-01;0,210882849419372;0,0647097174978602
2017-03-01;0,235902495204451;0,21922875721601
2017-04-01;0,244096533640125;-0,0824267977262278
2017-05-01;0,309460851827578;0,10156673167566
2017-06-01;0,249845606344584;-0,389596757527813
2017-07-01;0,38132088526116;-0,168615618051699
2017-08-01;0,390654129640436;-0,270462214930881
